公司名稱,統編
旭隼科技股份有限公司,28865032
群光電能科技股份有限公司,24284436
樺漢科技股份有限公司,70380046
矽力杰股份有限公司,
瑞祺電通股份有限公司,28488592
億而得微電子股份有限公司,12894399
統新光訊股份有限公司,13111161
光麗生技控股股份有限公司,
迅得機械股份有限公司,70753397
光紅建聖股份有限公司,97119975
元晶太陽能科技股份有限公司,28997300
藥華醫藥股份有限公司,70557655
鈺邦科技股份有限公司,28064644
訊芯科技控股股份有限公司,
GIS Holding Limited,
台灣數位光訊科技股份有限公司,28371951
保瑞藥業股份有限公司,28684877
安集科技股份有限公司,28580346
晶碩光學股份有限公司,25021158
南六企業股份有限公司,54374552
台塑石化股份有限公司,86522210
穎崴科技股份有限公司,13145774
捷敏股份有限公司,29102913
達發科技股份有限公司,12883169
愛普科技股份有限公司,53503847
晶心科技股份有限公司,27638046
正瀚生技股份有限公司,54313303
泰福生技股份有限公司,24336954
北極星藥業集團股份有限公司,24792045
易華電子股份有限公司,76025826
興能高科技股份有限公司,97430131
虹揚發展科技股份有限公司,53016234
研揚科技股份有限公司,53113073
台灣鋼聯股份有限公司,89528054
申豐特用應材股份有限公司,85841102
鼎基先進材料股份有限公司,81486019
台康生技股份有限公司,54150737
動力科技股份有限公司,12819717
和潤企業股份有限公司,16844548
Applied BioCode Corporation,
帝寶工業股份有限公司,59347422
建德工業股份有限公司,35309102
必應創造股份有限公司,54663862
基士德科技股份有限公司,54980656
金萬林企業股份有限公司,27348877
科定企業股份有限公司,80214519
華安醫學股份有限公司,53726093
聯策科技股份有限公司,13079649
羅麗芬控股股份有限公司,
中揚光電股份有限公司,54258218
緯穎科技服務股份有限公司,53687704
復盛應用科技股份有限公司,53091900
三能集團控股股份有限公司,
騰輝電子國際集團股份有限公司,
鋐寶科技股份有限公司,24456541
伊雲谷數位科技股份有限公司,54359763
洋基工程股份有限公司,30921756
芯鼎科技股份有限公司,28112890
旭暉應用材料股份有限公司,28722767
惠特科技股份有限公司,70697332
嘉基科技股份有限公司,53431627
力智電子股份有限公司,27983551
澤米科技股份有限公司,80137437
安普新股份有限公司,16540496
龍德造船工業股份有限公司,40607762
匯僑室內裝修設計股份有限公司,24775812
威鋒電子股份有限公司,29125676
台灣虎航股份有限公司,54381049
志強國際企業股份有限公司,56670868
力晶積成電子製造股份有限公司,28112667
平和環保科技股份有限公司,28371018
展碁國際股份有限公司,20773257
"AES Holding Co., Ltd.",
視陽光學股份有限公司,16693062
采鈺科技股份有限公司,80601119
永豐餘消費品實業股份有限公司,22327037
詠業科技股份有限公司,22864367
向榮生醫科技股份有限公司,50753953
晉弘科技股份有限公司,28113005
來頡科技股份有限公司,53089904
富世達股份有限公司,12871564
森崴能源股份有限公司,28653781
峰源集團股份有限公司,
汎銓科技股份有限公司,27853425
天二科技股份有限公司,83360971
圓裕企業股份有限公司,34417836
台新藥股份有限公司,53273211
PlayNitride Inc.,
睿生光電股份有限公司,69764396
三集瑞科技國際集團股份有限公司,
Arizon RFID Technology,
雲豹能源科技股份有限公司,42852207
泓德能源科技股份有限公司,45877096
全福生物科技股份有限公司,54346233
寶綠特資源再生工程股份有限公司,
來億興業股份有限公司,22694791
鑽石生技投資股份有限公司,53663724
走著瞧股份有限公司,53755364
現觀科技股份有限公司,85017777
創控科技股份有限公司,24496001
阜爾運通股份有限公司,12681939
華凌光電股份有限公司,16527682
愛派司生技股份有限公司,24461404
康霈生技股份有限公司,53942917
中台資源科技股份有限公司,12862116
榮惠集團(開曼)股份有限公司,
攸泰科技股份有限公司,53347451
青松健康股份有限公司,28659672
艾瑪斯科技控股股份有限公司,
永鴻國際生技股份有限公司,53703063
天虹科技股份有限公司,80211920
兆聯實業股份有限公司,27585625
沛爾生技醫藥股份有限公司,59229683
青新環境工程股份有限公司,16952840
大武山牧場科技股份有限公司,28554142
邦睿生技股份有限公司,42686138
裕慶金屬股份有限公司,54965803
日盛台駿國際租賃股份有限公司,20896434
ITH Corporation,
中傑投資控股股份有限公司,
成信實業股份有限公司,85031237
威力暘電子股份有限公司,28950255
富威電力股份有限公司,82921412
聯友金屬科技股份有限公司,50802223
聚賢研發股份有限公司,59075364
三商餐飲股份有限公司,97301707
永擎電子股份有限公司,54161333
微程式資訊股份有限公司,89798198
連加網路商業股份有限公司,24941093
暉盛科技股份有限公司,79979184
金興精密工業股份有限公司,23230525
虎山實業股份有限公司,34556891
熙特爾新能源股份有限公司,55118186
意騰科技股份有限公司,51007907
新代科技股份有限公司,89660813
中華資安國際股份有限公司,55765649
大研生醫國際股份有限公司,50784323
東方風能科技股份有限公司,82964333
松川精密股份有限公司,33923363
皇家可口股份有限公司,22265497
禾榮科技股份有限公司,56914371
台通光電股份有限公司,12362365
矽創電子股份有限公司,86735240
尖點科技股份有限公司,96912835
昇陽國際半導體股份有限公司,84149884
雷虎科技股份有限公司,52541175
台虹科技股份有限公司,16198345
達運光電股份有限公司,86880449
南亞電路板股份有限公司,16096804
長華電材股份有限公司,23307811
陞泰科技股份有限公司,97092770
致新科技股份有限公司,84149723
華冠通訊股份有限公司,70747852
瀚荃股份有限公司,23632274
錸寶科技股份有限公司,70766576
凌巨科技股份有限公司,16432742
華東科技股份有限公司,22101116
至上電子股份有限公司,22368959
振樺電子股份有限公司,12514341
福懋科技股份有限公司,23826736
南茂科技股份有限公司,16130042
微矽電子股份有限公司,22579547
達方電子股份有限公司,16081507
無敵科技股份有限公司,23163259
勤誠興業股份有限公司,05143647
志超科技股份有限公司,70801378
明基材料股份有限公司,16549778
寶一科技股份有限公司,04431804
菱光科技股份有限公司,16596646
富鼎先進電子股份有限公司,16550923
宇瞻科技股份有限公司,97444368
日友環保科技股份有限公司,89922041
建新國際股份有限公司,23250583
羅昇企業股份有限公司,12486062
百和興業股份有限公司(開曼),
福貞控股股份有限公司,96814573
可寧衛股份有限公司,16663026
金麗集團控股有限公司,53659910
昶昕實業股份有限公司,23509611
威宏控股股份有限公司,24790264
阿瘦實業股份有限公司,80511709
富邦媒體科技股份有限公司,27365925
柏文健康事業股份有限公司,27693238
潤泰精密材料股份有限公司,86871981
億豐綜合工業股份有限公司,28696894
美吉吉國際股份有限公司,
波力環球企業股份有限公司,24790428
山林水環境工程股份有限公司,27329077
台境企業股份有限公司,80369745
東哥企業股份有限公司,85798816
政伸企業股份有限公司,22396792
商億全球控股有限公司,
愛爾達科技股份有限公司,70542247
吉源控股股份有限公司,56601390
鼎炫投資控股股份有限公司,
台灣汽電共生股份有限公司,86685142
新天地國際實業股份有限公司,
高力熱處理工業股份有限公司,35319185
美德向邦醫療國際股份有限公司,
康師傅控股有限公司,
泰金寶科技股份有限公司,
神州數碼控股有限公司,
越南製造加工出口控股有限公司,
明輝環球企業有限公司,
聚亨企業集團(泰國)大眾有限公司,
同方友友控股有限公司,
晨訊科技集團有限公司,
巨騰國際控股有限公司,
鈺齊國際股份有限公司,
台火開發股份有限公司,03562308
寶成工業股份有限公司,58711014
大華金屬工業股份有限公司,04403363
欣巴巴事業股份有限公司,33428716
統一實業股份有限公司,73252657
大台北區瓦斯股份有限公司,11072304
豐泰企業股份有限公司,55637384
台灣櫻花股份有限公司,23113940
偉聯科技股份有限公司,20792640
美利達工業股份有限公司,59052361
中興保全科技股份有限公司,12148598
欣欣天然氣股份有限公司,33665843
康那香企業股份有限公司,74231126
巨大機械工業股份有限公司,56054251
台灣福興工業股份有限公司,75706009
台灣新光保全股份有限公司,12261768
新海瓦斯股份有限公司,35433242
泰銘實業股份有限公司,79875202
中國電視事業股份有限公司,18556774
秋雨創新股份有限公司,69439272
中聯資源股份有限公司,86119908
欣高石油氣股份有限公司,79882718
中鼎工程股份有限公司,20817282
成霖企業股份有限公司,30899261
慶豐富實業股份有限公司,59198197
全國加油站股份有限公司,22958907
台灣百和工業股份有限公司,09468343
宏全國際股份有限公司,58176511
信義房屋股份有限公司,22354940
裕融企業股份有限公司,23528130
茂順密封元件科技股份有限公司,61904541
好樂迪股份有限公司,84256265
新麗企業股份有限公司,33375909
潤泰創新國際股份有限公司,12139612
三發地產股份有限公司,84466749
佳龍科技工程股份有限公司,97211972
世紀鋼鐵結構股份有限公司,22649001
茂生農經股份有限公司,18795706
安心食品服務股份有限公司,23928945
德麥食品股份有限公司,23420497
漢來美食股份有限公司,80352343
台翰精密科技股份有限公司,22589593
精華光學股份有限公司,22195654
濱川企業股份有限公司,76404919
力肯實業股份有限公司,36253534
新麥企業股份有限公司,12461082
精剛精密科技股份有限公司,80334042
和勤精機股份有限公司,86985605
英屬開曼群島商駿吉控股(股)公司,53650116
祺驊股份有限公司,97432341
川寶科技股份有限公司,16860440
宏佳騰動力科技股份有限公司,80621419
台灣蠟品股份有限公司,22625269
生泰合成工業股份有限公司,72197621
合世生醫科技股份有限公司,97304042
訊聯生物科技股份有限公司,70836411
光洋應用材料科技股份有限公司,43787872
杏昌生技股份有限公司,23161816
金穎生物科技股份有限公司,16962158
易威生醫科技股份有限公司,16570131
寶利徠光學科技股份有限公司,84449952
富喬工業股份有限公司,16834268
唐榮鐵工廠股份有限公司,75460005
風青實業股份有限公司,89260422
世鎧精密股份有限公司,86637206
晉椿工業股份有限公司,30826319
世豐螺絲股份有限公司,31213886
世德工業股份有限公司,22546808
嘉鋼精密工業股份有限公司,66402912
精湛光學科技股份有限公司,89855649
雄順金屬股份有限公司,24512261
大甲永和機械工業股份有限公司,56615319
泰茂實業股份有限公司,86070187
謚源實業股份有限公司,22479934
綠意開發股份有限公司,12860948
台灣大車隊股份有限公司,27767961
正德海運股份有限公司,16467798
捷迅股份有限公司,12479610
晶悅國際飯店股份有限公司,
台鋼燦星國際旅行社股份有限公司,80355209
藝舍國際創新股份有限公司,28982799
雅茗天地股份有限公司,90727405
瓦城泰統股份有限公司,70843031
六角國際事業股份有限公司,80671769
易飛網國際旅行社股份有限公司,70464468
富野大飯店股份有限公司,29129201
天蔥國際股份有限公司,28581041
山富國際旅行社股份有限公司,22888987
五福旅行社股份有限公司,22835878
豆府股份有限公司,28841757
亞洲藏壽司股份有限公司,54669129
揚秦國際企業股份有限公司,42591908
聯發國際餐飲事業股份有限公司,80676602
滿心企業股份有限公司,12498877
開曼群島宏太股份有限公司,
誠品生活股份有限公司,27952966
集雅社股份有限公司,89266170
米斯特國際企業股份有限公司,53167020
振宇五金股份有限公司,29092696
寶陞國際股份有限公司,52330474
欣新網股份有限公司,54357012
泰偉電子股份有限公司,70613972
李洲科技股份有限公司,4541794
全域股份有限公司,4934334
協禧電機股份有限公司,90724033
天方能源科技股份有限公司,86298705
僑威科技股份有限公司,84573516
聯亞光電工業股份有限公司,16022634
中華網龍股份有限公司,70541704
創新新零售股份有限公司,
華義國際數位娛樂股份有限公司,84453385
艾訊股份有限公司,23718011
台灣港建股份有限公司,4655310
及成企業股份有限公司,33724081
穩懋半導體股份有限公司,70752257
好德科技股份有限公司,20799897
富育榮綱股份有限公司,86825235
進階生物科技股份有限公司,23348952
笙泉科技股份有限公司,16945166
昇銳電子股份有限公司,
弘塑科技股份有限公司,84355899
晶宏半導體股份有限公司,70392248
大綜電腦系統股份有限公司,86059612
璟德電子工業股份有限公司,16443570
精確實業股份有限公司,86406401
波若威科技股份有限公司,16586555
亞信電子股份有限公司,84149435
新洲全球股份有限公司,
基亞生物科技股份有限公司,70760897
公準精密工業股份有限公司,75940820
鑫龍騰開發股份有限公司,12667444
雲嘉南科技股份有限公司,86105242
樺晟電子股份有限公司,39607700
佰研生化科技股份有限公司,16313696
志豐電子股份有限公司,31109687
耀勝電子股份有限公司,86534980
順達科技股份有限公司,16596982
茂訊電腦股份有限公司,23631726
優群科技股份有限公司,22575850
大學光學科技股份有限公司,84926791
倚強科技股份有限公司,86865138
台灣嘉碩科技股份有限公司,16264983
三顧股份有限公司,16657495
至寶光電股份有限公司,
原相科技股份有限公司,16633261
金麗科技股份有限公司,16200855
錦明實業股份有限公司,22490277
昱捷股份有限公司,22731120
光環科技股份有限公司,16211142
千如電機工業股份有限公司,45011782
海灣國際開發(股)公司,84919932
鑫創科技股份有限公司,16766959
威剛科技股份有限公司,12861019
欣銓科技股份有限公司,70751779
台星科股份有限公司,70552666
海德威電子工業股份有限公司,86105539
東碩資訊股份有限公司,84126144
宇環科技股份有限公司,70684527
太普高精密影像股份有限公司,16469727
微端科技股份有限公司,89649873
廣寰科技股份有限公司,70360251
點晶科技股份有限公司,97334073
宜特科技股份有限公司,89845410
東浦精密光電股份有限公司,89347602
鈊象電子股份有限公司,23519738
英濟股份有限公司,86362776
杭特電子股份有限公司,23133690
岱稜科技股份有限公司,23842911
鼎天國際股份有限公司,16433708
佳穎精密企業股份有限公司,22948084
斐成開發科技股份有限公司,84341994
尼克森微電子股份有限公司,16752651
建舜電子製造股份有限公司,34145259
加百裕工業股份有限公司,16271936
雙鴻科技股份有限公司,16619628
旭品科技股份有限公司,96958986
幸康電子股份有限公司,86009297
泰谷光電科技股份有限公司,70774610
寶德科技股份有限公司,97483122
律勝科技股份有限公司,97330127
西北臺慶科技股份有限公司,86978512
尚立股份有限公司,9473845
先進光電科技股份有限公司,22301825
上詮光纖通信股份有限公司,84149462
台灣典範半導體股份有限公司,22101544
熱映光電股份有限公司,70590078
精材科技股份有限公司,13001684
彬台科技股份有限公司,5087498
崇越電通股份有限公司,84752200
旭軟電子科技股份有限公司,16674213
漢科系統科技股份有限公司,23830295
台興電子企業股份有限公司,12499995
奇鈦科技股份有限公司,16297788
哲固資訊科技股份有限公司,84354060
台灣類比科技股份有限公司,16795912
聯一光電股份有限公司,52888437
利機企業股份有限公司,84355650
由田新技股份有限公司,86710418
進泰電子科技股份有限公司,84232790
德晉科技股份有限公司,12375925
安勤科技股份有限公司,70604376
力致科技股份有限公司,16266820
崧騰企業股份有限公司,86834614
森寶開發股份有限公司,86140894
單井工業股份有限公司,23393652
昇達科技股份有限公司,16999508
長盛科技股份有限公司,84846066
陽程科技股份有限公司,36049822
環天世通科技股份有限公司,70498381
位速科技股份有限公司,12894840
矽瑪科技股份有限公司,80611545
皇龍開發股份有限公司,86746561
亞帝歐光電股份有限公司,86410720
華盈電子股份有限公司,22071540
鴻翊國際股份有限公司,22023793
御頂國際股份有限公司,
迎輝科技股份有限公司,16366341
凡甲科技股份有限公司,16691156
聚積科技股份有限公司,16948543
力旺電子股份有限公司,70784292
先益電子工業股份有限公司,52543363
堡達實業股份有限公司,22625795
曜越科技股份有限公司,70669172
西柏科技股份有限公司,23975263
宇峻奧汀科技股份有限公司,89521257
兆利科技工業股份有限公司,27393491
世禾科技股份有限公司,16044341
同致電子企業股份有限公司,55900791
博士旺創新股份有限公司,80551862
禾瑞亞科技股份有限公司,80342958
神準科技股份有限公司,28496495
其陽科技股份有限公司,12658515
逸昌科技股份有限公司,12613567
大塚資訊科技股份有限公司,16088678
泓格科技股份有限公司,84517297
友威科技股份有限公司,80072814
博磊科技股份有限公司,16889100
閎康科技股份有限公司,79959286
磐儀科技股份有限公司,84469443
映興電子股份有限公司,22306125
三一東林科技股份有限公司,13073151
鼎翰科技股份有限公司,28624652
安可光電股份有限公司,28812887
富晶通科技股份有限公司,70791435
光頡科技股份有限公司,16130084
西勝國際股份有限公司,96969724
盈正豫順電子股份有限公司,16444732
地心引力股份有限公司,12898395
新鉅科技股份有限公司,70748276
晟楠科技股份有限公司,15979384
研勤科技股份有限公司,12894047
艾恩特精密工業股份有限公司,16870474
鑫科材料科技股份有限公司,16827203
安瑞科技股份有限公司,28984305
光耀科技股份有限公司,27397031
康聯訊科技股份有限公司,16744506
德微科技股份有限公司,89672698
家登精密工業股份有限公司,16406379
榮昌科技股份有限公司,60265449
元創精密車業股份有限公司,52811070
茂為歐買尬數位科技股份有限公司,70444999
湧德電子股份有限公司,27642463
碩禾電子材料股份有限公司,80433079
營邦企業股份有限公司,96994977
漢磊科技股份有限公司,54389725
鑫聯大投資控股股份有限公司,51512503
連展投資控股股份有限公司,51608205
新晶投資控股股份有限公司,83423700
永日化學工業股份有限公司,56620559
台灣東洋藥品工業股份有限公司,11821341
邦特生物科技股份有限公司,86306206
加捷生醫股份有限公司,89415241
濟生醫藥生技股份有限公司,47154259
聯上實業股份有限公司,16126477
健喬信元醫藥生技股份有限公司,43199950
明基三豐醫療器材股份有限公司,23285106
友華生技醫藥股份有限公司,12397982
優盛醫學科技股份有限公司,23123644
晟德大藥廠股份有限公司,18606304
太平洋醫材股份有限公司,20765714
天良生物科技企業股份有限公司,85086859
中天生物科技股份有限公司,70555349
聯合骨科器材股份有限公司,22099982
健亞生物科技股份有限公司,84149006
浩泰精準股份有限公司,16680539
曜亞國際股份有限公司,80527809
馬光保健控股股份有限公司,28993894
中裕新藥股份有限公司,28707338
鈺緯科技開發股份有限公司,89376900
樂威科股份有限公司,42949701
太景醫藥研發控股股份有限公司,
訊聯基因數位股份有限公司,24268870
聿新生物科技股份有限公司,16930971
智擎生技製藥股份有限公司,80264691
鐿鈦科技股份有限公司,27473348
松瑞製藥股份有限公司,80642673
台灣醣聯生技醫藥股份有限公司,12683520
瑞基海洋生物科技股份有限公司,27489806
久裕企業股份有限公司,5071926
台灣浩鼎生技股份有限公司,13110677
杏一醫療用品股份有限公司,86649006
福永生物科技股份有限公司,80064027
安克生醫股份有限公司,24316471
杏國新藥股份有限公司,29118865
欣大健康投資控股股份有限公司,54154754
中華食品實業股份有限公司,76316325
環泰企業股份有限公司,12529007
信立化學工業股份有限公司,72104709
勝昱科技股份有限公司,12413104
世坤塑膠股份有限公司,
東隆興業股份有限公司,18770509
福大材料科技股份有限公司,
新昕纖維股份有限公司,7652202
飛寶企業股份有限公司,22676914
三圓建設股份有限公司,7648290
金洲海洋科技股份有限公司,91871595
皇家國際美食股份有限公司,86124493
光明絲織廠股份有限公司,29576307
耀億工業股份有限公司,59021804
銘旺實業股份有限公司,22069170
興采實業股份有限公司,23282425
竣邦國際股份有限公司,83505272
健信科技工業股份有限公司,55878947
金雨企業股份有限公司,59260902
崇友實業(股)公司,4416894
高鋒工業股份有限公司,55857746
福裕事業股份有限公司,55848584
永彰科技股份有限公司,22522361
(方方土)霖冷凍機械股份有限公司,
江興鍛壓工業股份有限公司,52604255
淳紳股份有限公司,22662904
宏易創新國際股份有限公司,36243760
協易機械工業股份有限公司,36096704
慶騰精密科技股份有限公司,84189908
至興精機股份有限公司,22794503
大詠城機械股份有限公司,60256758
晟田科技工業股份有限公司,86263092
科嶠工業股份有限公司,70730016
萬在工業股份有限公司,22212598
桓達科技股份有限公司,80132123
長佳機電工程股份有限公司,84271478
橙的電子股份有限公司,27601913
旭然國際股份有限公司,1517102
寶緯工業股份有限公司,23209895
健椿工業股份有限公司,59362767
百德機械股份有限公司,86195222
科際精密股份有限公司,54705928
達航科技股份有限公司,86078580
捷流閥業股份有限公司,15877936
君帆工業股份有限公司,69777435
唐鋒實業股份有限公司,34097236
中美聯合實業股份有限公司,11121403
大恭化學工業股份有限公司,11051504
磐亞股份有限公司,5712099
永純化學工業股份有限公司,35108702
福格創新股份有限公司,43696296
永捷創新科技股份有限公司,86123874
大立高分子工業股份有限公司,85004174
美琪瑪國際股份有限公司,86688957
永昕生物醫藥股份有限公司,12905993
雙美生物科技股份有限公司,
熒茂光學股份有限公司,27800048
豪展醫療科技股份有限公司,96965874
泓瀚科技股份有限公司,80627878
合一生技股份有限公司,29108260
皇將科技股份有限公司,80234971
合富醫療控股股份有限公司,
強生化學製藥廠股份有限公司,35348007
國碳科技股份有限公司,16446422
勤凱科技股份有限公司,28732006
誠泰工業科技股份有限公司,88744414
晶呈科技股份有限公司,53278617
大略國際控股有限公司,
桂田文創娛樂股份有限公司,70557661
聯合光纖通信股份有限公司,21223267
台聯電訊股份有限公司,23882531
富宇地產股份有限公司,22099391
前鼎光電股份有限公司,16634613
新復興微波通訊股份有限公司,45163295
德英生物科技股份有限公司,80225425
力士科技股份有限公司,28733011
欣厚科技股份有限公司,53025260
新盛力科技股份有限公司,70848850
友輝光電股份有限公司,80660088
亞洲電材股份有限公司,80494173
陞達科技股份有限公司,70576858
紅心辣椒娛樂科技股份有限公司,28222209
牧東光電股份有限公司,
精拓科技股份有限公司,80333472
緯創軟體股份有限公司,86714857
譜瑞科技股份有限公司,28422591
英特磊科技股份有限公司,54380251
湯石照明科技股份有限公司,86831927
廣穎電通股份有限公司,80161908
亞泰影像科技股份有限公司,80640083
華星光通科技股份有限公司,12927477
科誠股份有限公司,84152965
環宇通訊半導體控股股份有限公司,53008500
晶達光電股份有限公司,70783202
榮剛材料科技股份有限公司,84252697
久陽精密股份有限公司,7926511
強新工業股份有限公司,84703335
建錩實業股份有限公司,43912787
華祺工業股份有限公司,12494555
松和工業股份有限公司,85611896
凱衛資訊股份有限公司,21261212
力新國際科技股份有限公司,22645531
中茂能資系統整合科技(股)公司,23533366
坤悅開發股份有限公司,4738240
新鼎系統股份有限公司,22619999
寶碩財務科技股份有限公司,23131763
蒙恬科技股份有限公司,86287778
凌網科技股份有限公司,16541333
亞昕國際開發股份有限公司,89961389
萬達光電科技股份有限公司,80082329
安力國際股份有限公司,53000726
蓋曼立凱電能科技(股)公司,
鈺鎧科技股份有限公司,86667046
雷笛克光學股份有限公司,28951775
凌陽創新科技股份有限公司,28112364
智晶光電股份有限公司,28023412
天鉞電子股份有限公司,86710851
智崴資訊科技股份有限公司,13158496
笙科電子股份有限公司,27952369
信驊科技股份有限公司,27490748
達輝股份有限公司,54018908
尚凡國際創新科技股份有限公司,80283629
數字科技股份有限公司,94538
宜鼎國際股份有限公司,27565769
邑昇實業股份有限公司,84808400
杰力科技股份有限公司,28935446
寶得利國際股份有限公司,30866141
太欣半導體股份有限公司,47255828
系統電子工業股份有限公司,20768310
天剛資訊股份有限公司,23534251
寶島光學科技股份有限公司,23530966
世紀民生科技股份有限公司,22099815
光聯科技股份有限公司,22100405
美而快國際股份有限公司,44043132
士林開發股份有限公司,5147030
華容股份有限公司,76409479
建榮工業材料股份有限公司,86691377
立衛科技股份有限公司,22099316
天揚精密科技股份有限公司,
世界先進積體電路股份有限公司,84149358
正能量智能股份有限公司,22099673
鈺創科技股份有限公司,22099694
台林電通股份有限公司,12278439
佳總興業股份有限公司,23063420
協益電子股份有限公司,35229109
力麗觀光開發股份有限公司,23615486
中強光電股份有限公司,22099907
合正科技股份有限公司,86332422
金利精密工業股份有限公司,35317291
青雲國際科技股份有限公司,21224842
能率創新股份有限公司,84901089
慕康生技醫藥股份有限公司,4669623
中菲電腦股份有限公司,12358067
國眾電腦股份有限公司,1517124
台灣半導體股份有限公司,34286449
振發實業股份有限公司,35320697
新門科技股份有限公司,23746488
東友科技股份有限公司,16091527
高技企業股份有限公司,22773079
均豪精密工業股份有限公司,33838628
南良國際股份有限公司,23438530
佶優科技股份有限公司,86266274
昇益開發股份有限公司,86233176
宣德科技股份有限公司,23866949
同協電子股份有限公司,33701355
霖宏科技股份有限公司,89396770
富驊企業股份有限公司,36270626
凱鈺科技股份有限公司,84149245
聰泰科技開發股份有限公司,23902678
德宏工業股份有限公司,97178087
智冠科技股份有限公司,81231585
新華泰富股份有限公司,23790625
中美矽晶製品股份有限公司,47238650
通泰積體電路股份有限公司,22321575
松普科技股份有限公司,43900488
彩富電子股份有限公司,86157450
同亨科技股份有限公司,84149929
三聯科技股份有限公司,3051501
凱崴電子股份有限公司,97326828
永信建設開發股份有限公司,22417810
德昌營造股份有限公司,22132814
力麒建設股份有限公司,86690644
三豐建設股份有限公司,22817225
雙喜營造股份有限公司,47254476
力泰建設企業股份有限公司,66410981
豐謙建設股份有限公司,66629349
鉅陞國際開發股份有限公司,58250510
龍巖股份有限公司,22415496
聖暉工程科技股份有限公司,52524653
桓鼎股份有限公司,28994275
安倉營造股份有限公司,4267141
臺聯貨櫃通運股份有限公司,701122
陸海股份有限公司,4927158
中連誠企業股份有限公司,51125209
中菲行國際物流股份有限公司,1176152
劍湖山世界股份有限公司,22265047
亞都麗緻大飯店股份有限公司,12144501
知本老爺大酒店股份有限公司,23637974
致和證券股份有限公司,23530683
台名保險經紀人股份有限公司,80287239
德記洋行股份有限公司,22358925
全家便利商店股份有限公司,23060248
寶雅國際股份有限公司,97151664
南仁湖育樂股份有限公司,23524280
宏遠證券股份有限公司,3027502
康和綜合證券股份有限公司,23824511
大展證券股份有限公司,22955802
美好證券股份有限公司,22957098
元大期貨股份有限公司,97179282
福邦證券股份有限公司,23471214
寬魚國際股份有限公司,23466893
合邦電子股份有限公司,84149569
創惟科技股份有限公司,97435451
亞元科技股份有限公司,23727428
大宇資訊股份有限公司,16612907
亞矽科技股份有限公司,22033899
久威國際股份有限公司,43880075
建達國際股份有限公司,89621848
新普科技股份有限公司,86620351
擎邦國際科技工程股份有限公司,5114306
上奇科技股份有限公司,86162989
業強科技股份有限公司,84900878
廣運機械工程股份有限公司,4757891
信音企業股份有限公司,47122187
九豪精密陶瓷股份有限公司,86412635
普誠科技股份有限公司,22050539
上亞科技股份有限公司,84659035
萬旭電業股份有限公司,22522622
茂達電子股份有限公司,16252902
訊達電腦股份有限公司,30990747
振曜科技股份有限公司,16084080
得利影視股份有限公司,89398566
耕興股份有限公司,97491093
頎邦科技股份有限公司,16130009
驊宏資通股份有限公司,86468118
撼訊科技股份有限公司,16238655
晉倫科技股份有限公司,12390496
順發電腦股份有限公司,89743949
松上電子股份有限公司,22944019
禾昌興業股份有限公司,22006020
欣技資訊股份有限公司,23058518
捷波資訊股份有限公司,22178466
華電聯網股份有限公司,84778623
久正光電股份有限公司,22100566
昱泉國際股份有限公司,23296194
統振股份有限公司,12135600
大城地產股份有限公司,89596101
信昌電子陶瓷股份有限公司,23641338
安碁科技股份有限公司,22100469
立敦科技(股)有限公司,84607396
亞通利大能源股份有限公司,89491275
遊戲橘子數位科技股份有限公司,89550029
合晶科技股份有限公司,16138282
幃翔精密股份有限公司,22906009
新潤興業股份有限公司,16318881
萬潤科技股份有限公司,97015768
廣明光電股份有限公司,16836218
萬泰科技股份有限公司,4674153
育富電子股份有限公司,45082694
詩肯股份有限公司,66259943
瑞築建設股份有限公司,16759177
天品聯合企業股份有限公司,84228281
海韻電子工業股份有限公司,4329168
台灣艾華電子工業股份有限公司,43408984
雷科股份有限公司,22837088
日揚科技股份有限公司,16101031
慶生電子股份有限公司,45190379
理銘開發股份有限公司,7611076
中國探針股份有限公司,22059031
豪勉科技股份有限公司,12223097
富旺國際開發股份有限公司,97447647
岳豐科技股份有限公司,45911735
晉泰科技股份有限公司,84981323
上揚科技股份有限公司,
旺矽科技股份有限公司,89647050
茂綸股份有限公司,20811962
全譜科技股份有限公司,84560006
研通科技股份有限公司,24542976
系微股份有限公司,16627697
旺玖科技股份有限公司,16177572
高僑自動化科技股份有限公司,23712277
中湛股份有限公司,16094290
驊訊電子企業股份有限公司,86315535
松崗數位文創股份有限公司,
易通展科技股份有限公司(原享承),
立康生醫事業股份有限公司,12549828
茂迪股份有限公司,20889546
立端科技股份有限公司,22327466
臺龍電子股份有限公司,12386388
沛波鋼鐵股份有限公司,38432767
百徽股份有限公司,84497335
久元電子股份有限公司,86244737
普萊德科技股份有限公司,84117341
富裔實業股份有限公司,97477509
方方土昶股份有限公司,
泰詠電子股份有限公司,23576977
倍微科技股份有限公司,86882278
台燿科技股份有限公司,4226091
元山科技工業股份有限公司,22264722
安鈦克科技股份有限公司,34235759
胡連精密股份有限公司,20759430
佳邦科技股份有限公司,16599215
元隆電子股份有限公司,22099174
良維科技股份有限公司,11298247
沛亨半導體股份有限公司,86541238
迅德興業股份有限公司,22133530
智基科技開發股份有限公司,97306837
中國通訊多媒體集團有限公司,
晶焱科技股份有限公司,28081989
韋僑科技股份有限公司,16877131
詠昇電子股份有限公司,22774892
京晨科技股份有限公司,28212547
易發精機股份有限公司,22994919
今展科技股份有限公司,12688172
大中積體電路股份有限公司,28112723
